Metric_Code,Base Year,Value
MLCON000008737,2011,1.41841E+12
MLCON000008745,2011,1.30488E+12
MLCON000008753,2011,1.26618E+12
MLCON000008761,2011,1.24555E+12
MLCON000008769,2011,1.2386E+12
MLCON000008777,2011,1.15044E+12
MLCON000008785,2011,1.12231E+12
MLCON000008793,2011,1.19245E+12
MLCON000008801,2011,1.13459E+12
MLCON000008809,2011,1.08825E+12
MLCON000008817,2011,1.06301E+12
MLCON000008825,2011,1.0025E+12
MLCON000008833,2011,9.43965E+11
MLCON000008841,2011,8.88563E+11
MLCON000008849,2011,8.40631E+11
MLCON000008857,2011,8.09618E+11
MLCON000008865,2011,7.91592E+11
MLCON000008873,2011,7.295E+11
MLCON000008881,2011,6.43307E+11
MLCON000008889,2011,5.79263E+11
MLCON000008897,2011,5.7491E+11
MLCON000008905,2011,5.2277E+11
MLCON000008913,2011,4.93286E+11
MLCON000008921,2011,4.79152E+11
MLCON000008929,2011,4.3854E+11
MLCON000008937,2011,3.98281E+11
MLCON000008945,2011,3.57021E+11
MLCON000008953,2011,3.29779E+11
MLCON000008961,2011,2.95168E+11
MLCON000008969,2011,2.54095E+11
MLCON000008977,2011,2.52851E+11
MLCON000008985,2011,2.46888E+11
MLCON000008993,2011,2.19887E+11
MLCON000009001,2011,1.98791E+11
MLCON000009009,2011,1.85279E+11
MLCON000009017,2011,1.69659E+11
MLCON000009025,2011,1.52374E+11
MLCON000009033,2011,1.47367E+11
MLCON000009041,2011,1.45041E+11
MLCON000009049,2011,1.42484E+11
MLCON000009057,2011,1.24286E+11
MLCON000009065,2011,1.14414E+11
MLCON000009073,2011,98834000000
MLCON000009081,2011,86476000000
MLCON000009089,2011,3.58704E+11
MLCON000009091,2011,3.20591E+11
MLCON000009093,2011,2.93745E+11
MLCON000009095,2011,2.42181E+11
MLCON000009097,2011,1.89948E+11
MLCON000009099,2011,1.8675E+11
MLCON000009101,2011,1.80625E+11
MLCON000009103,2011,1.57987E+11
MLCON000009105,2011,1.38074E+11
MLCON000009107,2011,1.27188E+11
MLCON000009109,2011,1.00241E+11
MLCON000009111,2011,89036000000
MLCON000009424,2011,42663320313
MLCON000009425,2011,41727000000
MLCON000009426,2011,40760324219
MLCON000009427,2011,39950695313
MLCON000009428,2011,39515738281
MLCON000009429,2011,38663847656
MLCON000009430,2011,38313964844
MLCON000009431,2011,36889203125
MLCON000009432,2011,35002128906
MLCON000009433,2011,34232839844
MLCON000009434,2011,32981601563
MLCON000009435,2011,32473375000
MLCON000009436,2011,32208728516
MLCON000009437,2011,30840824219
MLCON000009438,2011,29097265625
MLCON000009439,2011,27450566406
MLCON000009440,2011,26490572266
MLCON000009441,2011,25501074219
MLCON000009442,2011,24430974609
MLCON000009443,2011,24175976563
MLCON000009781,2011,1.45693E+14
MLCON000009782,2011,1.40033E+14
MLCON000009783,2011,1.31446E+14
MLCON000009784,2011,1.23082E+14
MLCON000009785,2011,1.13695E+14
MLCON000009786,2011,1.05277E+14
MLCON000009787,2011,9.80137E+13
MLCON000009788,2011,9.21302E+13
MLCON000009789,2011,8.73633E+13
MLCON000009790,2011,8.30123E+13
MLCON000009791,2011,7.65108E+13
MLCON000009792,2011,7.0934E+13
MLCON000009793,2011,6.88101E+13
MLCON000009794,2011,6.39138E+13
MLCON000009795,2011,5.91461E+13
MLCON000009796,2011,5.48038E+13
MLCON000009797,2011,5.07805E+13
MLCON000009798,2011,4.70798E+13
MLCON000009799,2011,4.53546E+13
MLCON000009800,2011,4.32674E+13
MLCON000009801,2011,4.16669E+13
MLCON000009802,2011,3.82807E+13
MLCON000009803,2011,3.60512E+13
MLCON000009804,2011,3.4648E+13
MLCON000009805,2011,3.22158E+13
MLCON000009806,2011,2.99475E+13
MLCON000009807,2011,2.80778E+13
MLCON000009808,2011,2.68044E+13
MLCON000009809,2011,2.54112E+13
MLCON000009810,2011,2.51455E+13
MLCON000009811,2011,2.3827E+13
MLCON000009812,2011,2.24895E+13
MLCON000009813,2011,2.05144E+13
MLCON000009814,2011,1.9732E+13
MLCON000009815,2011,1.88324E+13
MLCON000009816,2011,1.78923E+13
MLCON000009817,2011,1.72339E+13
MLCON000009818,2011,1.6063E+13
MLCON000009819,2011,1.55235E+13
MLCON000009820,2011,1.46439E+13
MLCON000009821,2011,1.37198E+13
MLCON000009822,2011,1.44782E+13
MLCON000009823,2011,1.36958E+13
MLCON000009824,2011,1.27694E+13
MLCON000009825,2011,1.25605E+13
MLCON000009826,2011,1.15076E+13
MLCON000009827,2011,1.13728E+13
MLCON000009828,2011,1.101E+13
MLCON000009829,2011,1.10712E+13
MLCON000009830,2011,1.08923E+13
MLCON000009831,2011,1.03581E+13
MLCON000009832,2011,9.72226E+12
MLCON000009833,2011,9.40367E+12
MLCON000009834,2011,8.72116E+12
MLCON000009835,2011,8.72598E+12
MLCON000009836,2011,8.96221E+12
MLCON000009837,2011,8.34059E+12
MLCON000009838,2011,7.8689E+12
MLCON000009839,2011,7.64482E+12
MLCON000009840,2011,7.37044E+12
MLCON000009841,2011,6.98644E+12
MLCON000009842,2011,6.80776E+12
MLCON000009843,2011,6.33927E+12
MLCON000009844,2011,6.36544E+12
MLCON000009845,2011,6.02911E+12
MLCON000009846,2011,5.84011E+12
MLCON000009847,2011,5.57203E+12
MLCON000009848,2011,5.24919E+12
MLCON000009849,2011,5.11489E+12
MLCON000009850,2011,4.96848E+12
MLCON000010155,2011,5.36098E+14
MLCON000010157,2011,5.32614E+14
MLCON000010159,2011,5.30898E+14
MLCON000010161,2011,5.19631E+14
MLCON000010163,2011,5.16932E+14
MLCON000010165,2011,5.10687E+14
MLCON000010167,2011,5.08781E+14
MLCON000010169,2011,4.98803E+14
MLCON000010171,2011,4.91456E+14
MLCON000010173,2011,4.92023E+14
MLCON000010175,2011,4.72229E+14
MLCON000010177,2011,4.99271E+14
MLCON000010179,2011,5.04792E+14
MLCON000010181,2011,4.96577E+14
MLCON000010183,2011,4.89625E+14
MLCON000010185,2011,4.81617E+14
MLCON000010187,2011,4.71228E+14
MLCON000010189,2011,4.64135E+14
MLCON000010191,2011,4.63588E+14
MLCON000010193,2011,4.61712E+14
MLCON000010195,2011,4.49225E+14
MLCON000010197,2011,4.5036E+14
MLCON000010199,2011,4.55499E+14
MLCON000010201,2011,4.5065E+14
MLCON000010203,2011,4.371E+14
MLCON000010618,2011,2.29088E+12
MLCON000010619,2011,2.33974E+12
MLCON000010620,2011,2.19371E+12
MLCON000010621,2011,2.03834E+12
MLCON000010622,2011,1.87042E+12
MLCON000010623,2011,1.86236E+12
MLCON000010624,2011,1.79114E+12
MLCON000010625,2011,1.68957E+12
MLCON000010626,2011,1.63204E+12
MLCON000010627,2011,1.56268E+12
MLCON000010963,2011,1.83783E+11
MLCON000010965,2011,1.79925E+11
MLCON000010967,2011,1.75032E+11
MLCON000010969,2011,1.71725E+11
MLCON000010971,2011,1.68652E+11
MLCON000010973,2011,1.67159E+11
MLCON000010975,2011,1.6907E+11
MLCON000010977,2011,1.76167E+11
MLCON000010979,2011,1.79445E+11
MLCON000010981,2011,1.76101E+11
MLCON000010983,2011,1.81507E+11
MLCON000010985,2011,1.81146E+11
MLCON000010987,2011,1.76741E+11
MLCON000010989,2011,1.74038E+11
MLCON000010991,2011,1.72714E+11
MLCON000010993,2011,1.69641E+11
MLCON000010995,2011,1.71241E+11
MLCON000010997,2011,1.69934E+11
MLCON000010999,2011,1.66695E+11
MLCON000011001,2011,1.60612E+11
MLCON000011003,2011,1.546E+11
MLCON000011005,2011,1.47531E+11
MLCON000011007,2011,1.41278E+11
MLCON000011009,2011,1.36505E+11
MLCON000011094,2011,6.3602E+13
MLCON000011096,2011,6.24864E+13
MLCON000011098,2011,6.02825E+13
MLCON000011315,2011,1750000000
MLCON000011316,2011,1721000000
MLCON000011317,2011,1699000000
MLCON000011318,2011,1676000000
MLCON000011744,2011,1.70216E+12
MLCON000011750,2011,1.65545E+12
MLCON000011756,2011,1.62834E+12
MLCON000011762,2011,1.61768E+12
MLCON000011768,2011,1.5915E+12
MLCON000011774,2011,1.56165E+12
MLCON000011780,2011,1.632E+12
MLCON000011786,2011,1.63743E+12
MLCON000011792,2011,1.59663E+12
MLCON000011798,2011,1.54949E+12
MLCON000011804,2011,1.50719E+12
MLCON000011810,2011,1.47109E+12
MLCON000011816,2011,1.41044E+12
MLCON000011822,2011,1.37668E+12
MLCON000011828,2011,1.34095E+12
MLCON000011834,2011,1.29224E+12
MLCON000011840,2011,1.25277E+12
MLCON000011846,2011,1.21028E+12
MLCON000011852,2011,1.18015E+12
MLCON000011858,2011,1.1495E+12
MLCON000012016,2011,4.28367E+11
MLCON000012025,2011,4.24238E+11
MLCON000012034,2011,3.83874E+11
MLCON000012043,2011,3.63215E+11
MLCON000012052,2011,3.54543E+11
MLCON000012061,2011,3.56823E+11
MLCON000012070,2011,3.2343E+11
MLCON000012079,2011,3.02297E+11
MLCON000012088,2011,2.83745E+11
MLCON000012097,2011,2.65066E+11
MLCON000012106,2011,2.37949E+11
MLCON000012115,2011,2.13921E+11
MLCON000012124,2011,1.97257E+11
MLCON000012133,2011,2.14576E+11
MLCON000012142,2011,2.02215E+11
MLCON000012151,2011,1.89548E+11
MLCON000012160,2011,1.75927E+11
MLCON000012169,2011,1.64462E+11
MLCON000012178,2011,1.61882E+11
MLCON000012180,2011,1.45165E+11
MLCON000012182,2011,1.3635E+11
MLCON000012184,2011,1.23725E+11
MLCON000012186,2011,1.31013E+11
MLCON000012188,2011,1.50258E+11
MLCON000012190,2011,1.42394E+11
MLCON000012192,2011,1.25598E+11
MLCON000012194,2011,1.13747E+11
MLCON000012196,2011,1.17778E+11
MLCON000012198,2011,1.13104E+11
MLCON000012200,2011,1.03241E+11
MLCON000012202,2011,92397700000
MLCON000012204,2011,1.08788E+11
MLCON000012206,2011,99700000000
MLCON000012208,2011,89635400000
MLCON000012210,2011,88249800000
MLCON000012212,2011,76240700000
MLCON000012214,2011,77566500000
MLCON000012216,2011,72333100000
MLCON000012218,2011,73490200000
MLCON000012219,2011,91976500000
MLCON000012220,2011,84898500000
MLCON000012221,2011,85525500000
MLCON000012222,2011,86891400000
MLCON000012223,2011,85432700000
MLCON000012224,2011,81608900000
MLCON000012225,2011,75760300000
MLCON000012226,2011,70547400000
MLCON000012227,2011,67875000000
MLCON000012228,2011,67143100000
MLCON000012229,2011,58517400000
MLCON000012230,2011,54092200000
MLCON000012231,2011,47026200000
MLCON000012232,2011,52618000000
MLCON000012233,2011,49152700000
MLCON000012619,2011,5.01237E+11
MLCON000012627,2011,4.83301E+11
MLCON000012635,2011,4.67036E+11
MLCON000012643,2011,4.52869E+11
MLCON000012651,2011,4.06799E+11
MLCON000012659,2011,4.03971E+11
MLCON000012667,2011,4.04474E+11
MLCON000012675,2011,3.75864E+11
MLCON000012683,2011,3.46981E+11
MLCON000012691,2011,3.46894E+11
MLCON000012699,2011,3.38325E+11
MLCON000012707,2011,3.30287E+11
MLCON000012715,2011,3.33106E+11
MLCON000012723,2011,3.41938E+11
MLCON000012731,2011,2.94504E+11
MLCON000012739,2011,3.49131E+11
MLCON000012747,2011,4.0313E+11
MLCON000012755,2011,3.53214E+11
MLCON000012763,2011,3.52165E+11
MLCON000012771,2011,3.10625E+11
MLCON000012779,2011,2.54879E+11
MLCON000012787,2011,2.54054E+11
MLCON000012795,2011,2.31055E+11
MLCON000012803,2011,2.1372E+11
MLCON000012811,2011,1.94924E+11
MLCON000012819,2011,2.0433E+11
MLCON000012827,2011,1.84348E+11
MLCON000012835,2011,1.57681E+11
MLCON000012843,2011,1.42049E+11
MLCON000012851,2011,1.48108E+11
MLCON000012859,2011,1.42795E+11
MLCON000012867,2011,1.50637E+11
MLCON000012875,2011,1.53309E+11
MLCON000012883,2011,1.40885E+11
MLCON000012891,2011,1.18466E+11
MLCON000012899,2011,1.02026E+11
MLCON000012907,2011,92315000000
MLCON000012915,2011,78420000000
MLCON000012923,2011,62911000000
MLCON000012931,2011,62175000000
MLCON000012939,2011,62213000000
MLCON000012947,2011,55675000000
MLCON000012955,2011,50969000000
MLCON000012963,2011,41322000000
MLCON000012971,2011,36246000000
MLCON000012979,2011,34754000000
MLCON000012987,2011,38115000000
MLCON000012995,2011,45879000000
MLCON000013003,2011,52654000000
MLCON000013011,2011,47157000000
MLCON000013019,2011,42310000000
MLCON000013027,2011,31449000000
MLCON000013035,2011,23398000000
MLCON000013043,2011,50237000000
MLCON000013045,2011,47659000000
MLCON000013047,2011,40846000000
MLCON000013049,2011,33107000000
MLCON000013051,2011,37686000000
MLCON000013053,2011,56753000000
MLCON000013055,2011,66041000000
MLCON000013057,2011,53745000000
MLCON000013059,2011,37774000000
MLCON000013061,2011,23675000000
MLCON000013063,2011,16923000000
MLCON000013065,2011,11433000000
MLCON000013378,2011,7479520020
MLCON000013379,2011,7453838379
MLCON000013380,2011,5497819824
MLCON000013381,2011,5570155762
MLCON000013382,2011,5153158203
MLCON000013383,2011,4880995117
MLCON000013384,2011,4734276367
MLCON000013385,2011,4456391602
MLCON000013386,2011,4513835938
MLCON000013387,2011,4837902832
MLCON000013388,2011,4836906738
MLCON000013389,2011,4605995117
MLCON000013390,2011,4817881836
MLCON000013391,2011,4943362793
MLCON000013392,2011,5010618164
MLCON000013393,2011,5148317871
MLCON000013394,2011,4865603027
MLCON000013395,2011,5235042969
MLCON000013396,2011,5575122070
MLCON000013397,2011,5222585449
MLCON000013735,2011,5.05333E+13
MLCON000013736,2011,4.94055E+13
MLCON000013737,2011,4.50182E+13
MLCON000013738,2011,4.06169E+13
MLCON000013739,2011,3.91773E+13
MLCON000013740,2011,3.7408E+13
MLCON000013741,2011,3.47356E+13
MLCON000013742,2011,3.60727E+13
MLCON000013743,2011,3.40301E+13
MLCON000013744,2011,3.33044E+13
MLCON000013745,2011,2.77255E+13
MLCON000013746,2011,2.45698E+13
MLCON000013747,2011,2.66358E+13
MLCON000013748,2011,2.141E+13
MLCON000013749,2011,1.944E+13
MLCON000013750,2011,1.62985E+13
MLCON000013751,2011,1.278E+13
MLCON000013752,2011,1.10454E+13
MLCON000013753,2011,1.0269E+13
MLCON000013754,2011,9.82058E+12
MLCON000013755,2011,1.0395E+13
MLCON000013756,2011,8.83664E+12
MLCON000013757,2011,8.51485E+12
MLCON000013758,2011,7.41194E+12
MLCON000013759,2011,7.34517E+12
MLCON000013760,2011,6.81493E+12
MLCON000013761,2011,5.70398E+12
MLCON000013762,2011,5.57556E+12
MLCON000013763,2011,4.93742E+12
MLCON000013764,2011,5.91421E+12
MLCON000013765,2011,4.98293E+12
MLCON000013766,2011,4.60831E+12
MLCON000013767,2011,4.10346E+12
MLCON000013768,2011,3.62585E+12
MLCON000013769,2011,3.50029E+12
MLCON000013770,2011,3.24194E+12
MLCON000013771,2011,3.0865E+12
MLCON000013772,2011,2.89067E+12
MLCON000013773,2011,2.80613E+12
MLCON000013774,2011,2.96885E+12
MLCON000013775,2011,2.73463E+12
MLCON000013776,2011,3.09462E+12
MLCON000013777,2011,2.60056E+12
MLCON000013778,2011,2.22975E+12
MLCON000013779,2011,1.88515E+12
MLCON000013780,2011,2.09619E+12
MLCON000013781,2011,2.20994E+12
MLCON000013782,2011,1.85024E+12
MLCON000013783,2011,1.93907E+12
MLCON000013784,2011,1.78945E+12
MLCON000013785,2011,1.79241E+12
MLCON000013786,2011,1.61422E+12
MLCON000013787,2011,1.64821E+12
MLCON000013788,2011,1.71965E+12
MLCON000013789,2011,1.64177E+12
MLCON000013790,2011,1.48735E+12
MLCON000013791,2011,1.34719E+12
MLCON000013792,2011,1.25419E+12
MLCON000013793,2011,1.09827E+12
MLCON000013794,2011,1.10985E+12
MLCON000013795,2011,9.44827E+11
MLCON000013796,2011,8.98394E+11
MLCON000013797,2011,9.65382E+11
MLCON000013798,2011,1.0661E+12
MLCON000013799,2011,8.30797E+11
MLCON000013800,2011,6.79975E+11
MLCON000013801,2011,5.84416E+11
MLCON000013802,2011,5.38819E+11
MLCON000013803,2011,7.07678E+11
MLCON000013804,2011,5.9155E+11
MLCON000014107,2011,1.27578E+14
MLCON000014109,2011,1.26941E+14
MLCON000014111,2011,1.22701E+14
MLCON000014113,2011,1.23767E+14
MLCON000014115,2011,1.20325E+14
MLCON000014117,2011,1.16316E+14
MLCON000014119,2011,1.12717E+14
MLCON000014121,2011,1.08665E+14
MLCON000014123,2011,1.05904E+14
MLCON000014125,2011,1.02884E+14
MLCON000014127,2011,1.2267E+14
MLCON000014129,2011,1.2616E+14
MLCON000014131,2011,1.26859E+14
MLCON000014133,2011,1.26983E+14
MLCON000014135,2011,1.24075E+14
MLCON000014137,2011,1.22041E+14
MLCON000014139,2011,1.21522E+14
MLCON000014141,2011,1.2998E+14
MLCON000014143,2011,1.3188E+14
MLCON000014145,2011,1.28171E+14
MLCON000014147,2011,1.34387E+14
MLCON000014149,2011,1.40895E+14
MLCON000014151,2011,1.43366E+14
MLCON000014153,2011,1.34164E+14
MLCON000014553,2011,7.65127E+11
MLCON000014554,2011,1.08503E+12
MLCON000014555,2011,9.76406E+11
MLCON000014556,2011,8.70363E+11
MLCON000014557,2011,5.60904E+11
MLCON000014558,2011,6.07188E+11
MLCON000014559,2011,5.67567E+11
MLCON000014560,2011,4.93899E+11
MLCON000014561,2011,4.53544E+11
MLCON000014562,2011,4.33625E+11
MLCON000014897,2011,33364499000
MLCON000014899,2011,31635406000
MLCON000014901,2011,28965452000
MLCON000014903,2011,28455931000
MLCON000014905,2011,26747652000
MLCON000014907,2011,25454404000
MLCON000014909,2011,26831687000
MLCON000014911,2011,32764204000
MLCON000014913,2011,38098075000
MLCON000014915,2011,36847930000
MLCON000014917,2011,41989905000
MLCON000014919,2011,41663160000
MLCON000014921,2011,40624146000
MLCON000014923,2011,40630688000
MLCON000014925,2011,40898109000
MLCON000014927,2011,39283437000
MLCON000014929,2011,42794877000
MLCON000014931,2011,45224881000
MLCON000014933,2011,44504315000
MLCON000014935,2011,43785601000
MLCON000014937,2011,40526224000
MLCON000014939,2011,35728639000
MLCON000014941,2011,31433260000
MLCON000014943,2011,30262934000
MLCON000015027,2011,1.45356E+13
MLCON000015029,2011,1.53898E+13
MLCON000015031,2011,1.47359E+13
MLCON000015217,2011,141000000
MLCON000015218,2011,145000000
MLCON000015219,2011,141000000
MLCON000015220,2011,138000000
MLCON000015620,2011,3.06072E+11
MLCON000015626,2011,2.81757E+11
MLCON000015632,2011,2.69179E+11
MLCON000015638,2011,2.65106E+11
MLCON000015644,2011,2.60658E+11
MLCON000015650,2011,2.23206E+11
MLCON000015656,2011,2.73296E+11
MLCON000015662,2011,2.94441E+11
MLCON000015668,2011,2.79498E+11
MLCON000015674,2011,2.66505E+11
MLCON000015680,2011,2.64097E+11
MLCON000015686,2011,2.59259E+11
MLCON000015692,2011,2.46357E+11
MLCON000015698,2011,2.47555E+11
MLCON000015704,2011,2.43215E+11
MLCON000015710,2011,2.42333E+11
MLCON000015716,2011,2.3448E+11
MLCON000015722,2011,2.15118E+11
MLCON000015728,2011,2.14314E+11
MLCON000015734,2011,2.0848E+11
MLCON000015903,2011,3.1997E+11
MLCON000015912,2011,3.1871E+11
MLCON000015921,2011,2.86007E+11
MLCON000015930,2011,2.59462E+11
MLCON000015939,2011,2.43785E+11
MLCON000015948,2011,2.53053E+11
MLCON000015957,2011,2.21066E+11
MLCON000015966,2011,2.00516E+11
MLCON000015975,2011,1.85822E+11
MLCON000015984,2011,1.65314E+11
MLCON000015993,2011,1.45967E+11
MLCON000016002,2011,1.28949E+11
MLCON000016011,2011,1.27202E+11
MLCON000016020,2011,1.28568E+11
MLCON000016029,2011,1.14715E+11
MLCON000016038,2011,1.0944E+11
MLCON000016047,2011,99438000000
MLCON000016056,2011,90573000000
MLCON000016065,2011,86606000000
MLCON000016067,2011,74495000000
MLCON000016069,2011,69448000000
MLCON000016071,2011,65231000000
MLCON000016073,2011,63019000000
MLCON000016075,2011,66825000000
MLCON000016077,2011,63227000000
MLCON000016079,2011,50595000000
MLCON000016081,2011,45490000000
MLCON000016083,2011,47747000000
MLCON000016085,2011,47864000000
MLCON000016087,2011,41048000000
MLCON000016089,2011,38730000000
MLCON000016091,2011,42293000000
MLCON000016093,2011,37912000000
MLCON000016095,2011,34649000000
MLCON000016097,2011,34612000000
MLCON000016099,2011,32013000000
MLCON000016101,2011,33587000000
MLCON000016103,2011,30671000000
MLCON000016105,2011,32260000000
MLCON000016107,2011,31499000000
MLCON000016109,2011,24204000000
MLCON000016110,2011,23884000000
MLCON000016111,2011,25828000000
MLCON000016112,2011,25059000000
MLCON000016113,2011,23131000000
MLCON000016114,2011,22360000000
MLCON000016115,2011,20348000000
MLCON000016116,2011,20010000000
MLCON000016117,2011,19475000000
MLCON000016118,2011,16354000000
MLCON000016119,2011,14702000000
MLCON000016120,2011,12530000000
MLCON000016121,2011,14614000000
MLCON000016122,2011,12989000000
MLCON000016519,2011,4.60102E+12
MLCON000016527,2011,4.21545E+12
MLCON000016535,2011,4.043E+12
MLCON000016543,2011,3.8285E+12
MLCON000016551,2011,3.23822E+12
MLCON000016559,2011,3.52106E+12
MLCON000016567,2011,3.41032E+12
MLCON000016575,2011,3.12704E+12
MLCON000016583,2011,2.84526E+12
MLCON000016591,2011,2.60245E+12
MLCON000016599,2011,2.2749E+12
MLCON000016607,2011,2.04158E+12
MLCON000016615,2011,1.90726E+12
MLCON000016623,2011,1.92603E+12
MLCON000016631,2011,1.64488E+12
MLCON000016639,2011,1.68346E+12
MLCON000016647,2011,1.80899E+12
MLCON000016655,2011,1.66465E+12
MLCON000016663,2011,1.5869E+12
MLCON000016671,2011,1.40939E+12
MLCON000016679,2011,1.24356E+12
MLCON000016687,2011,1.11433E+12
MLCON000016695,2011,9.2158E+11
MLCON000016703,2011,7.86957E+11
MLCON000016711,2011,7.14502E+11
MLCON000016719,2011,6.70586E+11
MLCON000016727,2011,5.44623E+11
MLCON000016735,2011,4.2932E+11
MLCON000016743,2011,3.84869E+11
MLCON000016751,2011,3.63915E+11
MLCON000016759,2011,3.19272E+11
MLCON000016767,2011,2.92361E+11
MLCON000016775,2011,2.98655E+11
MLCON000016783,2011,2.66028E+11
MLCON000016791,2011,2.22506E+11
MLCON000016799,2011,1.89536E+11
MLCON000016807,2011,1.56982E+11
MLCON000016815,2011,1.4537E+11
MLCON000016823,2011,1.17618E+11
MLCON000016831,2011,1.13307E+11
MLCON000016839,2011,1.22663E+11
MLCON000016847,2011,1.11237E+11
MLCON000016855,2011,1.06061E+11
MLCON000016863,2011,94067000000
MLCON000016871,2011,83821000000
MLCON000016879,2011,75215000000
MLCON000016887,2011,64967000000
MLCON000016895,2011,63245000000
MLCON000016903,2011,55620000000
MLCON000016911,2011,52919000000
MLCON000016919,2011,47906000000
MLCON000016927,2011,43669000000
MLCON000016935,2011,37787000000
MLCON000016943,2011,1.79073E+11
MLCON000016945,2011,1.67081E+11
MLCON000016947,2011,1.56987E+11
MLCON000016949,2011,1.20823E+11
MLCON000016951,2011,93607000000
MLCON000016953,2011,1.15134E+11
MLCON000016955,2011,1.1265E+11
MLCON000016957,2011,87245000000
MLCON000016959,2011,74247000000
MLCON000016961,2011,71237000000
MLCON000016963,2011,59645000000
MLCON000016965,2011,51996000000
MLCON000017278,2011,22265251953
MLCON000017279,2011,21954861328
MLCON000017280,2011,20958347656
MLCON000017281,2011,19566664063
MLCON000017282,2011,18075826172
MLCON000017283,2011,17583300781
MLCON000017284,2011,17532634766
MLCON000017285,2011,15692051758
MLCON000017286,2011,16077723633
MLCON000017287,2011,19787716797
MLCON000017288,2011,17548589844
MLCON000017289,2011,16340880859
MLCON000017290,2011,14525623047
MLCON000017291,2011,13471910156
MLCON000017292,2011,16894757813
MLCON000017293,2011,17901369141
MLCON000017294,2011,18190478516
MLCON000017295,2011,16933951172
MLCON000017296,2011,15915316650
MLCON000017297,2011,14956799561
MLCON000017635,2011,3.31716E+13
MLCON000017636,2011,3.34322E+13
MLCON000017637,2011,3.07827E+13
MLCON000017638,2011,2.62159E+13
MLCON000017639,2011,2.51154E+13
MLCON000017640,2011,2.6676E+13
MLCON000017641,2011,2.64456E+13
MLCON000017642,2011,2.87908E+13
MLCON000017643,2011,2.71555E+13
MLCON000017644,2011,2.25522E+13
MLCON000017645,2011,1.94732E+13
MLCON000017646,2011,1.98555E+13
MLCON000017647,2011,1.62154E+13
MLCON000017648,2011,1.47478E+13
MLCON000017649,2011,1.21376E+13
MLCON000017650,2011,9.17642E+12
MLCON000017651,2011,7.50964E+12
MLCON000017652,2011,6.59412E+12
MLCON000017653,2011,5.88777E+12
MLCON000017654,2011,5.71938E+12
MLCON000017655,2011,5.46839E+12
MLCON000017656,2011,5.11101E+12
MLCON000017657,2011,4.22937E+12
MLCON000017658,2011,3.73617E+12
MLCON000017659,2011,3.82961E+12
MLCON000017660,2011,2.98895E+12
MLCON000017661,2011,2.43793E+12
MLCON000017662,2011,2.04409E+12
MLCON000017663,2011,1.68755E+12
MLCON000017664,2011,1.68729E+12
MLCON000017665,2011,1.63235E+12
MLCON000017666,2011,1.59902E+12
MLCON000017667,2011,1.46438E+12
MLCON000017668,2011,1.48922E+12
MLCON000017669,2011,1.27193E+12
MLCON000017670,2011,1.11699E+12
MLCON000017671,2011,1.30383E+12
MLCON000017672,2011,1.06885E+12
MLCON000017673,2011,1.03316E+12
MLCON000017674,2011,9.38988E+11
MLCON000017675,2011,8.21122E+11
MLCON000017676,2011,6.88163E+11
MLCON000017677,2011,6.87825E+11
MLCON000017678,2011,5.39913E+11
MLCON000017679,2011,5.29865E+11
MLCON000017680,2011,5.23172E+11
MLCON000017681,2011,5.99679E+11
MLCON000017682,2011,5.54873E+11
MLCON000017683,2011,5.65553E+11
MLCON000017684,2011,4.79166E+11
MLCON000017685,2011,4.06366E+11
MLCON000017686,2011,4.67276E+11
MLCON000017687,2011,5.45635E+11
MLCON000017688,2011,5.68036E+11
MLCON000017689,2011,4.41631E+11
MLCON000017690,2011,4.96528E+11
MLCON000017691,2011,4.80295E+11
MLCON000017692,2011,4.64538E+11
MLCON000017693,2011,4.47062E+11
MLCON000017694,2011,4.95392E+11
MLCON000017695,2011,4.24506E+11
MLCON000017696,2011,4.76942E+11
MLCON000017697,2011,5.85731E+11
MLCON000017698,2011,5.4571E+11
MLCON000017699,2011,4.40492E+11
MLCON000017700,2011,3.90114E+11
MLCON000017701,2011,3.05609E+11
MLCON000017702,2011,3.37737E+11
MLCON000017703,2011,4.78898E+11
MLCON000017704,2011,3.38433E+11
MLCON000018007,2011,9.48936E+13
MLCON000018009,2011,9.17985E+13
MLCON000018011,2011,8.87982E+13
MLCON000018013,2011,9.02604E+13
MLCON000018015,2011,8.95873E+13
MLCON000018017,2011,8.27459E+13
MLCON000018019,2011,8.0123E+13
MLCON000018021,2011,7.60111E+13
MLCON000018023,2011,7.18415E+13
MLCON000018025,2011,6.46214E+13
MLCON000018027,2011,7.66114E+13
MLCON000018029,2011,7.60813E+13
MLCON000018031,2011,7.44548E+13
MLCON000018033,2011,7.11077E+13
MLCON000018035,2011,6.70195E+13
MLCON000018037,2011,6.19859E+13
MLCON000018039,2011,5.99497E+13
MLCON000018041,2011,5.95406E+13
MLCON000018043,2011,5.89341E+13
MLCON000018045,2011,5.3936E+13
MLCON000018047,2011,5.2059E+13
MLCON000018049,2011,5.58025E+13
MLCON000018051,2011,5.5609E+13
MLCON000018053,2011,5.00853E+13
MLCON000018468,2011,9.79416E+11
MLCON000018469,2011,1.1544E+12
MLCON000018470,2011,1.09096E+12
MLCON000018471,2011,9.1647E+11
MLCON000018472,2011,7.14626E+11
MLCON000018473,2011,6.92795E+11
MLCON000018474,2011,6.32208E+11
MLCON000018475,2011,5.22448E+11
MLCON000018476,2011,4.57746E+11
