Uniq ID,Year,From Currency,To Currency,Average,Inv Avg
CURR_21806,2007,CNY,ANG,0.235399,4.248106407
CURR_21807,2006,CNY,ANG,0.224512,4.454104903
CURR_21808,2005,CNY,ANG,0.218619,4.574167845
CURR_21809,2004,CNY,ANG,0.216445,4.620111345
CURR_21810,2003,CNY,ANG,0.216445,4.620111345
CURR_21811,2002,CNY,ANG,0.216445,4.620111345
CURR_21812,2001,CNY,ANG,0.216445,4.620111345
CURR_21813,2000,CNY,ANG,0.216445,4.620111345
CURR_21814,1999,CNY,ANG,0.216439,4.620239421
CURR_21815,1998,CNY,ANG,0.215994,4.629758234
CURR_21816,1997,CNY,ANG,0.214955,4.652136494
CURR_21817,1996,CNY,ANG,0.211067,4.737832063
CURR_21818,1995,CNY,ANG,0.210773,4.744440702
CURR_21819,1994,CNY,ANG,0.205881,4.857174776
CURR_21820,1993,CNY,ANG,0.308145,3.245225462
CURR_21821,1992,CNY,ANG,0.322403,3.101708111
CURR_21822,2021,CNY,AOA,97.073615,0.01030146
CURR_21823,2020,CNY,AOA,84.126968,0.011886795
CURR_21824,2019,CNY,AOA,52.584365,0.01901706
CURR_21825,2018,CNY,AOA,37.992617,0.026320903
CURR_21826,2017,CNY,AOA,24.553297,0.040727728
CURR_21827,2016,CNY,AOA,24.512042,0.040796275
CURR_21828,2015,CNY,AOA,18.949176,0.052772743
CURR_21829,2014,CNY,AOA,15.959803,0.062657415
CURR_21830,2013,CNY,AOA,15.700621,0.063691748
CURR_21831,2012,CNY,AOA,15.091888,0.066260762
CURR_21832,2011,CNY,AOA,14.482648,0.069048146
CURR_21833,2010,CNY,AOA,13.564725,0.073720625
CURR_21834,2009,CNY,AOA,11.549221,0.086585926
CURR_21835,2008,CNY,AOA,10.736664,0.0931388
CURR_21836,2007,CNY,AOA,9.812219,0.101913747
CURR_21837,2006,CNY,AOA,9.477414,0.105514015
CURR_21838,2005,CNY,AOA,11.677345,0.085635904
CURR_21839,2004,CNY,AOA,10.268396,0.097386194
CURR_21840,2003,CNY,AOA,8.379925,0.11933281
CURR_21841,2002,CNY,AOA,4.921547,0.203188144
CURR_21842,2001,CNY,AOA,2.773675,0.360532507
CURR_21843,2000,CNY,AOA,1.324446,0.75503267
CURR_21844,1999,CNY,AOA,0.369889,2.703513757
CURR_21845,1998,CNY,AOA,0.046853,21.34335048
CURR_21846,1997,CNY,AOA,0.030624,32.65412748
CURR_21847,1996,CNY,AOA,0.015897,62.90495062
CURR_21848,1995,CNY,AOA,0.000309,3236.245955
CURR_21849,1994,CNY,AOA,6.00E-06,166666.6667
CURR_21850,1993,CNY,AOA,0,#DIV/0!
CURR_21851,1992,CNY,AOA,0,#DIV/0!
CURR_21852,1991,CNY,AOA,0,#DIV/0!
CURR_21853,2021,CNY,AON,97.073615,0.01030146
CURR_21854,2020,CNY,AON,84.126968,0.011886795
CURR_21855,2019,CNY,AON,52.584365,0.01901706
CURR_21856,2018,CNY,AON,37.991857,0.02632143
CURR_21857,2017,CNY,AON,24.554174,0.040726273
CURR_21858,2016,CNY,AON,24.508247,0.040802592
CURR_21859,2015,CNY,AON,18.948945,0.052773387
CURR_21860,2014,CNY,AON,15.960189,0.0626559
CURR_21861,2013,CNY,AON,15.701286,0.063689051
CURR_21862,2012,CNY,AON,15.091842,0.066260964
CURR_21863,2011,CNY,AON,14.482751,0.069047655
CURR_21864,2010,CNY,AON,13.564081,0.073724125
CURR_21865,2009,CNY,AON,11.546959,0.086602888
CURR_21866,2008,CNY,AON,10.779933,0.092764955
CURR_21867,2007,CNY,AON,10.060774,0.099395931
