Metric_Code,Base Year,Value,Value type,Metric name
MLCON000010847,2014,2.09E+14,Absolute,Exports of goods and services - Constant
MLCON000010848,2014,2.03E+14,Absolute,Exports of goods and services - Constant
MLCON000010849,2014,1.93E+14,Absolute,Exports of goods and services - Constant
MLCON000010850,2014,1.86E+14,Absolute,Exports of goods and services - Constant
MLCON000010851,2014,1.80E+14,Absolute,Exports of goods and services - Constant
MLCON000010852,2014,1.71E+14,Absolute,Exports of goods and services - Constant
MLCON000010853,2014,1.58E+14,Absolute,Exports of goods and services - Constant
MLCON000010854,2014,1.59E+14,Absolute,Exports of goods and services - Constant
MLCON000010855,2014,1.53E+14,Absolute,Exports of goods and services - Constant
MLCON000010856,2014,1.37E+14,Absolute,Exports of goods and services - Constant
MLCON000010857,2014,1.38E+14,Absolute,Exports of goods and services - Constant
MLCON000010858,2014,1.29E+14,Absolute,Exports of goods and services - Constant
MLCON000011133,2014,1.32E+13,Absolute,Exports of goods and services - Constant
MLCON000011134,2014,1.26E+13,Absolute,Exports of goods and services - Constant
MLCON000011135,2014,1.19E+13,Absolute,Exports of goods and services - Constant
MLCON000011136,2014,1.11E+13,Absolute,Exports of goods and services - Constant
MLCON000011137,2014,1.04E+13,Absolute,Exports of goods and services - Constant
MLCON000011138,2014,9.78E+12,Absolute,Exports of goods and services - Constant
MLCON000011139,2014,9.20E+12,Absolute,Exports of goods and services - Constant
MLCON000011140,2014,8.99E+12,Absolute,Exports of goods and services - Constant
MLCON000011141,2014,8.64E+12,Absolute,Exports of goods and services - Constant
MLCON000011142,2014,8.53E+12,Absolute,Exports of goods and services - Constant
MLCON000011143,2014,8.25E+12,Absolute,Exports of goods and services - Constant
MLCON000011144,2014,8.03E+12,Absolute,Exports of goods and services - Constant
MLCON000011145,2014,7.74E+12,Absolute,Exports of goods and services - Constant
MLCON000011146,2014,7.53E+12,Absolute,Exports of goods and services - Constant
MLCON000011147,2014,7.35E+12,Absolute,Exports of goods and services - Constant
MLCON000011148,2014,7.05E+12,Absolute,Exports of goods and services - Constant
MLCON000011149,2014,6.74E+12,Absolute,Exports of goods and services - Constant
MLCON000011150,2014,6.38E+12,Absolute,Exports of goods and services - Constant
MLCON000011151,2014,6.38E+12,Absolute,Exports of goods and services - Constant
MLCON000011152,2014,6.11E+12,Absolute,Exports of goods and services - Constant
MLCON000011153,2014,5.88E+12,Absolute,Exports of goods and services - Constant
MLCON000011998,2014,4.14E+11,Absolute,Exports of goods and services - Constant
MLCON000012004,2014,4.32E+11,Absolute,Exports of goods and services - Constant
MLCON000012011,2014,4.40E+11,Absolute,Exports of goods and services - Constant
MLCON000012019,2014,4.52E+11,Absolute,Exports of goods and services - Constant
MLCON000012028,2014,4.42E+11,Absolute,Exports of goods and services - Constant
MLCON000012037,2014,3.99E+11,Absolute,Exports of goods and services - Constant
MLCON000012046,2014,3.79E+11,Absolute,Exports of goods and services - Constant
MLCON000012055,2014,3.67E+11,Absolute,Exports of goods and services - Constant
MLCON000012064,2014,3.69E+11,Absolute,Exports of goods and services - Constant
MLCON000012073,2014,3.35E+11,Absolute,Exports of goods and services - Constant
MLCON000012082,2014,3.14E+11,Absolute,Exports of goods and services - Constant
MLCON000012091,2014,2.98E+11,Absolute,Exports of goods and services - Constant
MLCON000012100,2014,2.79E+11,Absolute,Exports of goods and services - Constant
MLCON000012109,2014,2.49E+11,Absolute,Exports of goods and services - Constant
MLCON000012118,2014,2.24E+11,Absolute,Exports of goods and services - Constant
MLCON000012127,2014,2.07E+11,Absolute,Exports of goods and services - Constant
MLCON000012136,2014,2.25E+11,Absolute,Exports of goods and services - Constant
MLCON000012145,2014,2.13E+11,Absolute,Exports of goods and services - Constant
MLCON000012154,2014,2.00E+11,Absolute,Exports of goods and services - Constant
MLCON000012163,2014,1.85E+11,Absolute,Exports of goods and services - Constant
MLCON000012172,2014,1.72E+11,Absolute,Exports of goods and services - Constant
MLCON000012303,2014,98274000000,Absolute,Exports of goods and services - Constant
MLCON000012306,2014,96023000000,Absolute,Exports of goods and services - Constant
MLCON000012309,2014,92606000000,Absolute,Exports of goods and services - Constant
MLCON000012313,2014,86670000000,Absolute,Exports of goods and services - Constant
MLCON000012317,2014,90222000000,Absolute,Exports of goods and services - Constant
MLCON000012321,2014,93398000000,Absolute,Exports of goods and services - Constant
MLCON000012325,2014,87102000000,Absolute,Exports of goods and services - Constant
MLCON000012329,2014,85768000000,Absolute,Exports of goods and services - Constant
MLCON000012333,2014,94998000000,Absolute,Exports of goods and services - Constant
MLCON000012337,2014,92805000000,Absolute,Exports of goods and services - Constant
MLCON000012341,2014,85818000000,Absolute,Exports of goods and services - Constant
MLCON000012345,2014,82743000000,Absolute,Exports of goods and services - Constant
MLCON000012349,2014,76445000000,Absolute,Exports of goods and services - Constant
MLCON000012353,2014,69158000000,Absolute,Exports of goods and services - Constant
MLCON000012357,2014,68973000000,Absolute,Exports of goods and services - Constant
MLCON000012361,2014,72061000000,Absolute,Exports of goods and services - Constant
MLCON000012365,2014,74093000000,Absolute,Exports of goods and services - Constant
MLCON000012369,2014,69650000000,Absolute,Exports of goods and services - Constant
MLCON000012373,2014,66980000000,Absolute,Exports of goods and services - Constant
MLCON000012377,2014,65731000000,Absolute,Exports of goods and services - Constant
MLCON000012381,2014,61084000000,Absolute,Exports of goods and services - Constant
MLCON000012385,2014,60519000000,Absolute,Exports of goods and services - Constant
MLCON000012603,2014,5.20E+11,Absolute,Exports of goods and services - Constant
MLCON000012608,2014,4.95E+11,Absolute,Exports of goods and services - Constant
MLCON000012614,2014,5.38E+11,Absolute,Exports of goods and services - Constant
MLCON000012621,2014,5.30E+11,Absolute,Exports of goods and services - Constant
MLCON000012629,2014,5.14E+11,Absolute,Exports of goods and services - Constant
MLCON000012637,2014,4.97E+11,Absolute,Exports of goods and services - Constant
MLCON000012645,2014,4.82E+11,Absolute,Exports of goods and services - Constant
MLCON000012653,2014,4.33E+11,Absolute,Exports of goods and services - Constant
MLCON000012661,2014,4.30E+11,Absolute,Exports of goods and services - Constant
MLCON000012669,2014,4.30E+11,Absolute,Exports of goods and services - Constant
MLCON000012677,2014,4.00E+11,Absolute,Exports of goods and services - Constant
MLCON000012685,2014,3.69E+11,Absolute,Exports of goods and services - Constant
MLCON000012693,2014,3.69E+11,Absolute,Exports of goods and services - Constant
MLCON000012701,2014,3.60E+11,Absolute,Exports of goods and services - Constant
MLCON000012709,2014,3.51E+11,Absolute,Exports of goods and services - Constant
MLCON000012717,2014,3.54E+11,Absolute,Exports of goods and services - Constant
MLCON000012725,2014,3.64E+11,Absolute,Exports of goods and services - Constant
MLCON000012733,2014,3.13E+11,Absolute,Exports of goods and services - Constant
MLCON000012741,2014,3.71E+11,Absolute,Exports of goods and services - Constant
MLCON000012749,2014,4.29E+11,Absolute,Exports of goods and services - Constant
MLCON000012757,2014,3.76E+11,Absolute,Exports of goods and services - Constant
MLCON000012765,2014,3.75E+11,Absolute,Exports of goods and services - Constant
MLCON000012773,2014,3.30E+11,Absolute,Exports of goods and services - Constant
MLCON000012781,2014,2.71E+11,Absolute,Exports of goods and services - Constant
MLCON000012789,2014,2.70E+11,Absolute,Exports of goods and services - Constant
MLCON000012797,2014,2.46E+11,Absolute,Exports of goods and services - Constant
MLCON000012805,2014,2.27E+11,Absolute,Exports of goods and services - Constant
MLCON000012813,2014,2.07E+11,Absolute,Exports of goods and services - Constant
MLCON000012821,2014,2.17E+11,Absolute,Exports of goods and services - Constant
MLCON000012829,2014,1.96E+11,Absolute,Exports of goods and services - Constant
MLCON000012837,2014,1.68E+11,Absolute,Exports of goods and services - Constant
MLCON000012845,2014,1.51E+11,Absolute,Exports of goods and services - Constant
MLCON000012853,2014,1.58E+11,Absolute,Exports of goods and services - Constant
MLCON000012861,2014,1.52E+11,Absolute,Exports of goods and services - Constant
MLCON000012869,2014,1.60E+11,Absolute,Exports of goods and services - Constant
MLCON000012877,2014,1.63E+11,Absolute,Exports of goods and services - Constant
MLCON000012885,2014,1.50E+11,Absolute,Exports of goods and services - Constant
MLCON000012893,2014,1.26E+11,Absolute,Exports of goods and services - Constant
MLCON000012901,2014,1.09E+11,Absolute,Exports of goods and services - Constant
MLCON000012909,2014,98198000000,Absolute,Exports of goods and services - Constant
MLCON000012917,2014,83418000000,Absolute,Exports of goods and services - Constant
MLCON000012925,2014,66920000000,Absolute,Exports of goods and services - Constant
MLCON000012933,2014,66137000000,Absolute,Exports of goods and services - Constant
MLCON000012941,2014,66178000000,Absolute,Exports of goods and services - Constant
MLCON000012949,2014,59223000000,Absolute,Exports of goods and services - Constant
MLCON000012957,2014,54217000000,Absolute,Exports of goods and services - Constant
MLCON000012965,2014,43955000000,Absolute,Exports of goods and services - Constant
MLCON000012973,2014,38556000000,Absolute,Exports of goods and services - Constant
MLCON000012981,2014,36969000000,Absolute,Exports of goods and services - Constant
MLCON000012989,2014,40544000000,Absolute,Exports of goods and services - Constant
MLCON000012997,2014,48803000000,Absolute,Exports of goods and services - Constant
MLCON000013005,2014,56009000000,Absolute,Exports of goods and services - Constant
MLCON000013013,2014,50162000000,Absolute,Exports of goods and services - Constant
MLCON000013021,2014,45006000000,Absolute,Exports of goods and services - Constant
MLCON000013029,2014,33453000000,Absolute,Exports of goods and services - Constant
MLCON000013037,2014,24889000000,Absolute,Exports of goods and services - Constant
MLCON000013449,2014,5.16E+11,Absolute,Exports of goods and services - Constant
MLCON000013450,2014,5.67E+11,Absolute,Exports of goods and services - Constant
MLCON000013451,2014,5.47E+11,Absolute,Exports of goods and services - Constant
MLCON000013452,2014,5.30E+11,Absolute,Exports of goods and services - Constant
MLCON000013454,2014,5.03E+11,Absolute,Exports of goods and services - Constant
MLCON000013456,2014,4.99E+11,Absolute,Exports of goods and services - Constant
MLCON000013458,2014,4.88E+11,Absolute,Exports of goods and services - Constant
MLCON000013460,2014,4.73E+11,Absolute,Exports of goods and services - Constant
MLCON000013462,2014,4.72E+11,Absolute,Exports of goods and services - Constant
MLCON000013464,2014,4.84E+11,Absolute,Exports of goods and services - Constant
MLCON000013466,2014,4.52E+11,Absolute,Exports of goods and services - Constant
MLCON000013468,2014,4.38E+11,Absolute,Exports of goods and services - Constant
MLCON000013470,2014,5.06E+11,Absolute,Exports of goods and services - Constant
MLCON000013472,2014,5.07E+11,Absolute,Exports of goods and services - Constant
MLCON000013474,2014,4.77E+11,Absolute,Exports of goods and services - Constant
MLCON000013476,2014,4.60E+11,Absolute,Exports of goods and services - Constant
MLCON000013478,2014,4.47E+11,Absolute,Exports of goods and services - Constant
MLCON000013480,2014,4.19E+11,Absolute,Exports of goods and services - Constant
MLCON000013482,2014,4.18E+11,Absolute,Exports of goods and services - Constant
MLCON000013484,2014,4.26E+11,Absolute,Exports of goods and services - Constant
MLCON000013486,2014,4.23E+11,Absolute,Exports of goods and services - Constant
MLCON000013488,2014,3.90E+11,Absolute,Exports of goods and services - Constant
MLCON000013490,2014,3.64E+11,Absolute,Exports of goods and services - Constant
MLCON000013492,2014,3.29E+11,Absolute,Exports of goods and services - Constant
MLCON000013494,2014,3.21E+11,Absolute,Exports of goods and services - Constant
MLCON000013496,2014,3.32E+11,Absolute,Exports of goods and services - Constant
MLCON000013834,2014,78520274269,Absolute,Exports of goods and services - Constant
MLCON000013839,2014,53713383897,Absolute,Exports of goods and services - Constant
MLCON000013845,2014,42399239956,Absolute,Exports of goods and services - Constant
MLCON000013852,2014,33938912465,Absolute,Exports of goods and services - Constant
MLCON000013859,2014,36123927102,Absolute,Exports of goods and services - Constant
MLCON000013866,2014,32176260881,Absolute,Exports of goods and services - Constant
MLCON000013873,2014,29917155806,Absolute,Exports of goods and services - Constant
MLCON000013880,2014,34444136261,Absolute,Exports of goods and services - Constant
MLCON000013887,2014,42769313871,Absolute,Exports of goods and services - Constant
MLCON000013894,2014,49494972654,Absolute,Exports of goods and services - Constant
MLCON000013901,2014,50046296088,Absolute,Exports of goods and services - Constant
MLCON000013908,2014,46035818313,Absolute,Exports of goods and services - Constant
MLCON000013915,2014,39102851313,Absolute,Exports of goods and services - Constant
MLCON000013922,2014,36425105477,Absolute,Exports of goods and services - Constant
MLCON000013929,2014,33269734209,Absolute,Exports of goods and services - Constant
MLCON000013936,2014,31365033091,Absolute,Exports of goods and services - Constant
MLCON000013943,2014,30234408100,Absolute,Exports of goods and services - Constant
MLCON000013950,2014,28333168198,Absolute,Exports of goods and services - Constant
MLCON000013957,2014,25953847278,Absolute,Exports of goods and services - Constant
MLCON000013964,2014,22474079446,Absolute,Exports of goods and services - Constant
MLCON000013971,2014,18971502012,Absolute,Exports of goods and services - Constant
MLCON000013978,2014,16346421439,Absolute,Exports of goods and services - Constant
MLCON000014332,2014,24878553451,Absolute,Exports of goods and services - Constant
MLCON000014333,2014,25557042210,Absolute,Exports of goods and services - Constant
MLCON000014334,2014,19803186442,Absolute,Exports of goods and services - Constant
MLCON000014335,2014,18413830245,Absolute,Exports of goods and services - Constant
MLCON000014336,2014,17906637856,Absolute,Exports of goods and services - Constant
MLCON000014337,2014,15201000000,Absolute,Exports of goods and services - Constant
MLCON000014379,2014,71058493509,Absolute,Exports of goods and services - Constant
MLCON000014380,2014,73267995769,Absolute,Exports of goods and services - Constant
MLCON000014381,2014,71406357363,Absolute,Exports of goods and services - Constant
MLCON000014382,2014,77624000000,Absolute,Exports of goods and services - Constant
MLCON000014383,2014,83414800000,Absolute,Exports of goods and services - Constant
MLCON000014384,2014,1.01E+11,Absolute,Exports of goods and services - Constant
MLCON000014385,2014,1.03E+11,Absolute,Exports of goods and services - Constant
MLCON000014386,2014,79338916503,Absolute,Exports of goods and services - Constant
MLCON000014387,2014,60519700524,Absolute,Exports of goods and services - Constant
MLCON000014388,2014,48478840675,Absolute,Exports of goods and services - Constant
MLCON000014389,2014,57819942065,Absolute,Exports of goods and services - Constant
MLCON000014390,2014,56109673279,Absolute,Exports of goods and services - Constant
MLCON000014391,2014,55242014971,Absolute,Exports of goods and services - Constant
MLCON000014392,2014,80188908805,Absolute,Exports of goods and services - Constant
MLCON000014393,2014,55670270339,Absolute,Exports of goods and services - Constant
MLCON000014394,2014,39096351893,Absolute,Exports of goods and services - Constant
MLCON000014395,2014,18066051109,Absolute,Exports of goods and services - Constant
MLCON000014396,2014,19107844594,Absolute,Exports of goods and services - Constant
MLCON000014397,2014,19323467853,Absolute,Exports of goods and services - Constant
MLCON000014398,2014,21486007254,Absolute,Exports of goods and services - Constant
MLCON000014399,2014,20210593388,Absolute,Exports of goods and services - Constant
MLCON000014516,2014,3.04E+11,Absolute,Exports of goods and services - Constant
MLCON000014517,2014,2.95E+11,Absolute,Exports of goods and services - Constant
MLCON000014518,2014,2.07E+11,Absolute,Exports of goods and services - Constant
MLCON000014519,2014,2.50E+11,Absolute,Exports of goods and services - Constant
MLCON000014520,2014,2.47E+11,Absolute,Exports of goods and services - Constant
MLCON000014521,2014,2.94E+11,Absolute,Exports of goods and services - Constant
MLCON000014522,2014,2.87E+11,Absolute,Exports of goods and services - Constant
MLCON000014523,2014,2.62E+11,Absolute,Exports of goods and services - Constant
MLCON000014524,2014,1.50E+11,Absolute,Exports of goods and services - Constant
MLCON000014525,2014,1.16E+11,Absolute,Exports of goods and services - Constant
MLCON000014526,2014,1.07E+11,Absolute,Exports of goods and services - Constant
MLCON000014527,2014,1.00E+11,Absolute,Exports of goods and services - Constant
MLCON000014528,2014,78241842002,Absolute,Exports of goods and services - Constant
MLCON000014529,2014,72120587380,Absolute,Exports of goods and services - Constant
MLCON000014530,2014,65937572784,Absolute,Exports of goods and services - Constant
MLCON000014531,2014,62751249695,Absolute,Exports of goods and services - Constant
MLCON000014532,2014,64724121492,Absolute,Exports of goods and services - Constant
MLCON000014533,2014,65824258324,Absolute,Exports of goods and services - Constant
MLCON000014534,2014,62987262319,Absolute,Exports of goods and services - Constant
MLCON000014535,2014,69033905568,Absolute,Exports of goods and services - Constant
MLCON000014536,2014,75249726633,Absolute,Exports of goods and services - Constant
MLCON000014537,2014,46124277212,Absolute,Exports of goods and services - Constant
MLCON000014538,2014,39100003683,Absolute,Exports of goods and services - Constant
MLCON000014539,2014,35770340271,Absolute,Exports of goods and services - Constant
MLCON000014540,2014,38495712518,Absolute,Exports of goods and services - Constant
MLCON000014541,2014,27664821337,Absolute,Exports of goods and services - Constant
MLCON000014542,2014,25563616442,Absolute,Exports of goods and services - Constant
MLCON000014543,2014,22726579533,Absolute,Exports of goods and services - Constant
MLCON000014544,2014,24976107136,Absolute,Exports of goods and services - Constant
MLCON000014779,2014,4.05E+13,Absolute,Exports of goods and services - Constant
MLCON000014780,2014,4.37E+13,Absolute,Exports of goods and services - Constant
MLCON000014781,2014,4.69E+13,Absolute,Exports of goods and services - Constant
MLCON000014782,2014,4.08E+13,Absolute,Exports of goods and services - Constant
MLCON000014783,2014,3.68E+13,Absolute,Exports of goods and services - Constant
MLCON000014784,2014,3.89E+13,Absolute,Exports of goods and services - Constant
MLCON000014785,2014,4.08E+13,Absolute,Exports of goods and services - Constant
MLCON000014786,2014,3.63E+13,Absolute,Exports of goods and services - Constant
MLCON000014787,2014,3.32E+13,Absolute,Exports of goods and services - Constant
MLCON000014788,2014,3.81E+13,Absolute,Exports of goods and services - Constant
MLCON000014789,2014,3.67E+13,Absolute,Exports of goods and services - Constant
MLCON000014790,2014,2.74E+13,Absolute,Exports of goods and services - Constant
MLCON000014791,2014,2.95E+13,Absolute,Exports of goods and services - Constant
MLCON000014792,2014,2.46E+13,Absolute,Exports of goods and services - Constant
MLCON000015066,2014,4.66E+12,Absolute,Exports of goods and services - Constant
MLCON000015067,2014,4.54E+12,Absolute,Exports of goods and services - Constant
MLCON000015068,2014,4.04E+12,Absolute,Exports of goods and services - Constant
MLCON000015069,2014,3.18E+12,Absolute,Exports of goods and services - Constant
MLCON000015070,2014,2.83E+12,Absolute,Exports of goods and services - Constant
MLCON000015071,2014,2.53E+12,Absolute,Exports of goods and services - Constant
MLCON000015072,2014,2.09E+12,Absolute,Exports of goods and services - Constant
MLCON000015073,2014,1.84E+12,Absolute,Exports of goods and services - Constant
MLCON000015074,2014,1.71E+12,Absolute,Exports of goods and services - Constant
MLCON000015075,2014,1.62E+12,Absolute,Exports of goods and services - Constant
MLCON000015076,2014,1.54E+12,Absolute,Exports of goods and services - Constant
MLCON000015077,2014,1.56E+12,Absolute,Exports of goods and services - Constant
MLCON000015078,2014,1.64E+12,Absolute,Exports of goods and services - Constant
MLCON000015079,2014,1.46E+12,Absolute,Exports of goods and services - Constant
MLCON000015080,2014,1.53E+12,Absolute,Exports of goods and services - Constant
MLCON000015081,2014,1.30E+12,Absolute,Exports of goods and services - Constant
MLCON000015082,2014,1.31E+12,Absolute,Exports of goods and services - Constant
MLCON000015083,2014,9.79E+11,Absolute,Exports of goods and services - Constant
MLCON000015084,2014,1.27E+12,Absolute,Exports of goods and services - Constant
MLCON000015085,2014,8.92E+11,Absolute,Exports of goods and services - Constant
MLCON000015086,2014,9.34E+11,Absolute,Exports of goods and services - Constant
MLCON000015885,2014,3.41E+11,Absolute,Exports of goods and services - Constant
MLCON000015891,2014,3.42E+11,Absolute,Exports of goods and services - Constant
MLCON000015898,2014,3.38E+11,Absolute,Exports of goods and services - Constant
MLCON000015906,2014,3.45E+11,Absolute,Exports of goods and services - Constant
MLCON000015915,2014,3.45E+11,Absolute,Exports of goods and services - Constant
MLCON000015924,2014,3.10E+11,Absolute,Exports of goods and services - Constant
MLCON000015933,2014,2.81E+11,Absolute,Exports of goods and services - Constant
MLCON000015942,2014,2.64E+11,Absolute,Exports of goods and services - Constant
MLCON000015951,2014,2.74E+11,Absolute,Exports of goods and services - Constant
MLCON000015960,2014,2.39E+11,Absolute,Exports of goods and services - Constant
MLCON000015969,2014,2.17E+11,Absolute,Exports of goods and services - Constant
MLCON000015978,2014,2.01E+11,Absolute,Exports of goods and services - Constant
MLCON000015987,2014,1.79E+11,Absolute,Exports of goods and services - Constant
MLCON000015996,2014,1.58E+11,Absolute,Exports of goods and services - Constant
MLCON000016005,2014,1.40E+11,Absolute,Exports of goods and services - Constant
MLCON000016014,2014,1.38E+11,Absolute,Exports of goods and services - Constant
MLCON000016023,2014,1.39E+11,Absolute,Exports of goods and services - Constant
MLCON000016032,2014,1.24E+11,Absolute,Exports of goods and services - Constant
MLCON000016041,2014,1.18E+11,Absolute,Exports of goods and services - Constant
MLCON000016050,2014,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000016059,2014,98001000000,Absolute,Exports of goods and services - Constant
MLCON000016192,2014,3.65E+11,Absolute,Exports of goods and services - Constant
MLCON000016195,2014,3.44E+11,Absolute,Exports of goods and services - Constant
MLCON000016199,2014,3.30E+11,Absolute,Exports of goods and services - Constant
MLCON000016203,2014,3.12E+11,Absolute,Exports of goods and services - Constant
MLCON000016207,2014,3.11E+11,Absolute,Exports of goods and services - Constant
MLCON000016211,2014,3.06E+11,Absolute,Exports of goods and services - Constant
MLCON000016215,2014,2.85E+11,Absolute,Exports of goods and services - Constant
MLCON000016219,2014,2.60E+11,Absolute,Exports of goods and services - Constant
MLCON000016223,2014,2.86E+11,Absolute,Exports of goods and services - Constant
MLCON000016227,2014,2.77E+11,Absolute,Exports of goods and services - Constant
MLCON000016231,2014,2.61E+11,Absolute,Exports of goods and services - Constant
MLCON000016235,2014,2.50E+11,Absolute,Exports of goods and services - Constant
MLCON000016239,2014,2.35E+11,Absolute,Exports of goods and services - Constant
MLCON000016243,2014,2.21E+11,Absolute,Exports of goods and services - Constant
MLCON000016247,2014,2.18E+11,Absolute,Exports of goods and services - Constant
MLCON000016251,2014,2.16E+11,Absolute,Exports of goods and services - Constant
MLCON000016255,2014,2.18E+11,Absolute,Exports of goods and services - Constant
MLCON000016259,2014,1.92E+11,Absolute,Exports of goods and services - Constant
MLCON000016263,2014,1.86E+11,Absolute,Exports of goods and services - Constant
MLCON000016267,2014,1.77E+11,Absolute,Exports of goods and services - Constant
MLCON000016271,2014,1.64E+11,Absolute,Exports of goods and services - Constant
MLCON000016275,2014,1.55E+11,Absolute,Exports of goods and services - Constant
MLCON000016503,2014,4.78E+12,Absolute,Exports of goods and services - Constant
MLCON000016508,2014,4.73E+12,Absolute,Exports of goods and services - Constant
MLCON000016514,2014,4.81E+12,Absolute,Exports of goods and services - Constant
MLCON000016521,2014,4.76E+12,Absolute,Exports of goods and services - Constant
MLCON000016529,2014,4.40E+12,Absolute,Exports of goods and services - Constant
MLCON000016537,2014,4.22E+12,Absolute,Exports of goods and services - Constant
MLCON000016545,2014,4.00E+12,Absolute,Exports of goods and services - Constant
MLCON000016553,2014,3.38E+12,Absolute,Exports of goods and services - Constant
MLCON000016561,2014,3.67E+12,Absolute,Exports of goods and services - Constant
MLCON000016569,2014,3.56E+12,Absolute,Exports of goods and services - Constant
MLCON000016577,2014,3.26E+12,Absolute,Exports of goods and services - Constant
MLCON000016585,2014,2.97E+12,Absolute,Exports of goods and services - Constant
MLCON000016593,2014,2.72E+12,Absolute,Exports of goods and services - Constant
MLCON000016601,2014,2.37E+12,Absolute,Exports of goods and services - Constant
MLCON000016609,2014,2.13E+12,Absolute,Exports of goods and services - Constant
MLCON000016617,2014,1.99E+12,Absolute,Exports of goods and services - Constant
MLCON000016625,2014,2.01E+12,Absolute,Exports of goods and services - Constant
MLCON000016633,2014,1.72E+12,Absolute,Exports of goods and services - Constant
MLCON000016641,2014,1.76E+12,Absolute,Exports of goods and services - Constant
MLCON000016649,2014,1.89E+12,Absolute,Exports of goods and services - Constant
MLCON000016657,2014,1.74E+12,Absolute,Exports of goods and services - Constant
MLCON000016665,2014,1.66E+12,Absolute,Exports of goods and services - Constant
MLCON000016673,2014,1.47E+12,Absolute,Exports of goods and services - Constant
MLCON000016681,2014,1.30E+12,Absolute,Exports of goods and services - Constant
MLCON000016689,2014,1.16E+12,Absolute,Exports of goods and services - Constant
MLCON000016697,2014,9.62E+11,Absolute,Exports of goods and services - Constant
MLCON000016705,2014,8.21E+11,Absolute,Exports of goods and services - Constant
MLCON000016713,2014,7.46E+11,Absolute,Exports of goods and services - Constant
MLCON000016721,2014,7.00E+11,Absolute,Exports of goods and services - Constant
MLCON000016729,2014,5.68E+11,Absolute,Exports of goods and services - Constant
MLCON000016737,2014,4.48E+11,Absolute,Exports of goods and services - Constant
MLCON000016745,2014,4.02E+11,Absolute,Exports of goods and services - Constant
MLCON000016753,2014,3.80E+11,Absolute,Exports of goods and services - Constant
MLCON000016761,2014,3.33E+11,Absolute,Exports of goods and services - Constant
MLCON000016769,2014,3.05E+11,Absolute,Exports of goods and services - Constant
MLCON000016777,2014,3.12E+11,Absolute,Exports of goods and services - Constant
MLCON000016785,2014,2.78E+11,Absolute,Exports of goods and services - Constant
MLCON000016793,2014,2.33E+11,Absolute,Exports of goods and services - Constant
MLCON000016801,2014,1.99E+11,Absolute,Exports of goods and services - Constant
MLCON000016809,2014,1.64E+11,Absolute,Exports of goods and services - Constant
MLCON000016817,2014,1.52E+11,Absolute,Exports of goods and services - Constant
MLCON000016825,2014,1.23E+11,Absolute,Exports of goods and services - Constant
MLCON000016833,2014,1.19E+11,Absolute,Exports of goods and services - Constant
MLCON000016841,2014,1.29E+11,Absolute,Exports of goods and services - Constant
MLCON000016849,2014,1.17E+11,Absolute,Exports of goods and services - Constant
MLCON000016857,2014,1.11E+11,Absolute,Exports of goods and services - Constant
MLCON000016865,2014,98559000000,Absolute,Exports of goods and services - Constant
MLCON000016873,2014,87824000000,Absolute,Exports of goods and services - Constant
MLCON000016881,2014,78807000000,Absolute,Exports of goods and services - Constant
MLCON000016889,2014,68070000000,Absolute,Exports of goods and services - Constant
MLCON000016897,2014,66266000000,Absolute,Exports of goods and services - Constant
MLCON000016905,2014,58277000000,Absolute,Exports of goods and services - Constant
MLCON000016913,2014,55447000000,Absolute,Exports of goods and services - Constant
MLCON000016921,2014,50195000000,Absolute,Exports of goods and services - Constant
MLCON000016929,2014,45756000000,Absolute,Exports of goods and services - Constant
MLCON000016937,2014,39593000000,Absolute,Exports of goods and services - Constant
MLCON000017349,2014,7.01E+11,Absolute,Exports of goods and services - Constant
MLCON000017350,2014,7.96E+11,Absolute,Exports of goods and services - Constant
MLCON000017351,2014,7.78E+11,Absolute,Exports of goods and services - Constant
MLCON000017352,2014,7.54E+11,Absolute,Exports of goods and services - Constant
MLCON000017354,2014,7.22E+11,Absolute,Exports of goods and services - Constant
MLCON000017356,2014,7.01E+11,Absolute,Exports of goods and services - Constant
MLCON000017358,2014,6.62E+11,Absolute,Exports of goods and services - Constant
MLCON000017360,2014,6.31E+11,Absolute,Exports of goods and services - Constant
MLCON000017362,2014,6.17E+11,Absolute,Exports of goods and services - Constant
MLCON000017364,2014,6.15E+11,Absolute,Exports of goods and services - Constant
MLCON000017366,2014,5.81E+11,Absolute,Exports of goods and services - Constant
MLCON000017368,2014,5.34E+11,Absolute,Exports of goods and services - Constant
MLCON000017370,2014,5.89E+11,Absolute,Exports of goods and services - Constant
MLCON000017372,2014,5.81E+11,Absolute,Exports of goods and services - Constant
MLCON000017374,2014,5.50E+11,Absolute,Exports of goods and services - Constant
MLCON000017376,2014,5.21E+11,Absolute,Exports of goods and services - Constant
MLCON000017378,2014,4.90E+11,Absolute,Exports of goods and services - Constant
MLCON000017380,2014,4.61E+11,Absolute,Exports of goods and services - Constant
MLCON000017382,2014,4.57E+11,Absolute,Exports of goods and services - Constant
MLCON000017384,2014,4.48E+11,Absolute,Exports of goods and services - Constant
MLCON000017386,2014,4.38E+11,Absolute,Exports of goods and services - Constant
MLCON000017388,2014,3.80E+11,Absolute,Exports of goods and services - Constant
MLCON000017390,2014,3.55E+11,Absolute,Exports of goods and services - Constant
MLCON000017392,2014,3.17E+11,Absolute,Exports of goods and services - Constant
