Metric_Code,Base Year,Value,Value type,Metric name
MLCON000014581,2015,1.28E+11,Absolute,Exports of goods and services - Constant
MLCON000014583,2015,1.30E+11,Absolute,Exports of goods and services - Constant
MLCON000014585,2015,1.47E+11,Absolute,Exports of goods and services - Constant
MLCON000014587,2015,1.51E+11,Absolute,Exports of goods and services - Constant
MLCON000014589,2015,1.31E+11,Absolute,Exports of goods and services - Constant
MLCON000014591,2015,1.23E+11,Absolute,Exports of goods and services - Constant
MLCON000014593,2015,1.19E+11,Absolute,Exports of goods and services - Constant
MLCON000014595,2015,1.18E+11,Absolute,Exports of goods and services - Constant
MLCON000014597,2015,1.20E+11,Absolute,Exports of goods and services - Constant
MLCON000014599,2015,1.29E+11,Absolute,Exports of goods and services - Constant
MLCON000014601,2015,1.24E+11,Absolute,Exports of goods and services - Constant
MLCON000014603,2015,1.22E+11,Absolute,Exports of goods and services - Constant
MLCON000014605,2015,1.15E+11,Absolute,Exports of goods and services - Constant
MLCON000014607,2015,1.08E+11,Absolute,Exports of goods and services - Constant
MLCON000014609,2015,1.01E+11,Absolute,Exports of goods and services - Constant
MLCON000014611,2015,93456174000,Absolute,Exports of goods and services - Constant
MLCON000014637,2015,2.06E+12,Absolute,Exports of goods and services - Constant
MLCON000014638,2015,2.19E+12,Absolute,Exports of goods and services - Constant
MLCON000014639,2015,1.92E+12,Absolute,Exports of goods and services - Constant
MLCON000014640,2015,1.63E+12,Absolute,Exports of goods and services - Constant
MLCON000014641,2015,1.65E+12,Absolute,Exports of goods and services - Constant
MLCON000014642,2015,1.85E+12,Absolute,Exports of goods and services - Constant
MLCON000014643,2015,1.67E+12,Absolute,Exports of goods and services - Constant
MLCON000014644,2015,1.54E+12,Absolute,Exports of goods and services - Constant
MLCON000014645,2015,1.37E+12,Absolute,Exports of goods and services - Constant
MLCON000014646,2015,1.37E+12,Absolute,Exports of goods and services - Constant
MLCON000014647,2015,1.35E+12,Absolute,Exports of goods and services - Constant
MLCON000014648,2015,1.14E+12,Absolute,Exports of goods and services - Constant
MLCON000014649,2015,1.06E+12,Absolute,Exports of goods and services - Constant
MLCON000014650,2015,6.94E+11,Absolute,Exports of goods and services - Constant
MLCON000014651,2015,7.18E+11,Absolute,Exports of goods and services - Constant
MLCON000014652,2015,6.86E+11,Absolute,Exports of goods and services - Constant
MLCON000014714,2015,9.08E+11,Absolute,Exports of goods and services - Constant
MLCON000014715,2015,9.74E+11,Absolute,Exports of goods and services - Constant
MLCON000014717,2015,9.36E+11,Absolute,Exports of goods and services - Constant
MLCON000014719,2015,8.98E+11,Absolute,Exports of goods and services - Constant
MLCON000014721,2015,8.71E+11,Absolute,Exports of goods and services - Constant
MLCON000014723,2015,8.55E+11,Absolute,Exports of goods and services - Constant
MLCON000014725,2015,8.80E+11,Absolute,Exports of goods and services - Constant
MLCON000014727,2015,8.86E+11,Absolute,Exports of goods and services - Constant
MLCON000014729,2015,8.30E+11,Absolute,Exports of goods and services - Constant
MLCON000014731,2015,7.97E+11,Absolute,Exports of goods and services - Constant
MLCON000014733,2015,7.61E+11,Absolute,Exports of goods and services - Constant
MLCON000014735,2015,7.38E+11,Absolute,Exports of goods and services - Constant
MLCON000014737,2015,8.57E+11,Absolute,Exports of goods and services - Constant
MLCON000014739,2015,8.51E+11,Absolute,Exports of goods and services - Constant
MLCON000014741,2015,7.67E+11,Absolute,Exports of goods and services - Constant
MLCON000014743,2015,6.84E+11,Absolute,Exports of goods and services - Constant
MLCON000014745,2015,6.19E+11,Absolute,Exports of goods and services - Constant
MLCON000014747,2015,5.31E+11,Absolute,Exports of goods and services - Constant
MLCON000014749,2015,5.42E+11,Absolute,Exports of goods and services - Constant
MLCON000014751,2015,5.47E+11,Absolute,Exports of goods and services - Constant
MLCON000014753,2015,5.75E+11,Absolute,Exports of goods and services - Constant
MLCON000014755,2015,5.70E+11,Absolute,Exports of goods and services - Constant
MLCON000014757,2015,6.15E+11,Absolute,Exports of goods and services - Constant
MLCON000014759,2015,5.46E+11,Absolute,Exports of goods and services - Constant
MLCON000014761,2015,4.65E+11,Absolute,Exports of goods and services - Constant
MLCON000014763,2015,4.58E+11,Absolute,Exports of goods and services - Constant
MLCON000014844,2015,3.77E+11,Absolute,Exports of goods and services - Constant
MLCON000014846,2015,4.33E+11,Absolute,Exports of goods and services - Constant
MLCON000014848,2015,4.32E+11,Absolute,Exports of goods and services - Constant
MLCON000014850,2015,3.91E+11,Absolute,Exports of goods and services - Constant
MLCON000014852,2015,3.63E+11,Absolute,Exports of goods and services - Constant
MLCON000014854,2015,3.71E+11,Absolute,Exports of goods and services - Constant
MLCON000014856,2015,3.54E+11,Absolute,Exports of goods and services - Constant
MLCON000014858,2015,3.14E+11,Absolute,Exports of goods and services - Constant
MLCON000014860,2015,3.33E+11,Absolute,Exports of goods and services - Constant
MLCON000014862,2015,3.47E+11,Absolute,Exports of goods and services - Constant
MLCON000014864,2015,3.08E+11,Absolute,Exports of goods and services - Constant
MLCON000014866,2015,2.79E+11,Absolute,Exports of goods and services - Constant
MLCON000014868,2015,3.19E+11,Absolute,Exports of goods and services - Constant
MLCON000014870,2015,3.11E+11,Absolute,Exports of goods and services - Constant
MLCON000014872,2015,2.48E+11,Absolute,Exports of goods and services - Constant
MLCON000014874,2015,2.13E+11,Absolute,Exports of goods and services - Constant
MLCON000014876,2015,2.07E+11,Absolute,Exports of goods and services - Constant
MLCON000014878,2015,1.79E+11,Absolute,Exports of goods and services - Constant
MLCON000014880,2015,1.71E+11,Absolute,Exports of goods and services - Constant
MLCON000014882,2015,1.82E+11,Absolute,Exports of goods and services - Constant
MLCON000014884,2015,2.11E+11,Absolute,Exports of goods and services - Constant
MLCON000014886,2015,2.08E+11,Absolute,Exports of goods and services - Constant
MLCON000014888,2015,1.96E+11,Absolute,Exports of goods and services - Constant
MLCON000014890,2015,1.74E+11,Absolute,Exports of goods and services - Constant
MLCON000014892,2015,1.49E+11,Absolute,Exports of goods and services - Constant
MLCON000014894,2015,1.26E+11,Absolute,Exports of goods and services - Constant
MLCON000015112,2015,1.06E+11,Absolute,Exports of goods and services - Constant
MLCON000015113,2015,1.25E+11,Absolute,Exports of goods and services - Constant
MLCON000015115,2015,1.27E+11,Absolute,Exports of goods and services - Constant
MLCON000015117,2015,1.31E+11,Absolute,Exports of goods and services - Constant
MLCON000015119,2015,1.18E+11,Absolute,Exports of goods and services - Constant
MLCON000015121,2015,1.07E+11,Absolute,Exports of goods and services - Constant
MLCON000015123,2015,1.19E+11,Absolute,Exports of goods and services - Constant
MLCON000015125,2015,1.19E+11,Absolute,Exports of goods and services - Constant
MLCON000015127,2015,1.14E+11,Absolute,Exports of goods and services - Constant
MLCON000015129,2015,99566800000,Absolute,Exports of goods and services - Constant
MLCON000015131,2015,96096200000,Absolute,Exports of goods and services - Constant
MLCON000015133,2015,78432300000,Absolute,Exports of goods and services - Constant
MLCON000015135,2015,86362100000,Absolute,Exports of goods and services - Constant
MLCON000015137,2015,67036600000,Absolute,Exports of goods and services - Constant
MLCON000015139,2015,60103100000,Absolute,Exports of goods and services - Constant
MLCON000015141,2015,52476600000,Absolute,Exports of goods and services - Constant
MLCON000015143,2015,52157700000,Absolute,Exports of goods and services - Constant
MLCON000015145,2015,35339900000,Absolute,Exports of goods and services - Constant
MLCON000015147,2015,49602300000,Absolute,Exports of goods and services - Constant
MLCON000015149,2015,52002400000,Absolute,Exports of goods and services - Constant
MLCON000015151,2015,66779300000,Absolute,Exports of goods and services - Constant
MLCON000015153,2015,52414600000,Absolute,Exports of goods and services - Constant
MLCON000015155,2015,47726900000,Absolute,Exports of goods and services - Constant
MLCON000015157,2015,61126400000,Absolute,Exports of goods and services - Constant
MLCON000015159,2015,51238300000,Absolute,Exports of goods and services - Constant
MLCON000015161,2015,45826000000,Absolute,Exports of goods and services - Constant
MLCON000015163,2015,38222200000,Absolute,Exports of goods and services - Constant
MLCON000015165,2015,37174800000,Absolute,Exports of goods and services - Constant
MLCON000015167,2015,32192800000,Absolute,Exports of goods and services - Constant
MLCON000015169,2015,29163300000,Absolute,Exports of goods and services - Constant
MLCON000015171,2015,27737500000,Absolute,Exports of goods and services - Constant
MLCON000015173,2015,23929900000,Absolute,Exports of goods and services - Constant
MLCON000015175,2015,21041700000,Absolute,Exports of goods and services - Constant
MLCON000015177,2015,20785400000,Absolute,Exports of goods and services - Constant
MLCON000015179,2015,19003300000,Absolute,Exports of goods and services - Constant
MLCON000015181,2015,21141200000,Absolute,Exports of goods and services - Constant
MLCON000015183,2015,24056500000,Absolute,Exports of goods and services - Constant
MLCON000015185,2015,21832500000,Absolute,Exports of goods and services - Constant
MLCON000015187,2015,19678900000,Absolute,Exports of goods and services - Constant
MLCON000015189,2015,16993800000,Absolute,Exports of goods and services - Constant
MLCON000015191,2015,15702600000,Absolute,Exports of goods and services - Constant
MLCON000015193,2015,13421900000,Absolute,Exports of goods and services - Constant
MLCON000015195,2015,11262600000,Absolute,Exports of goods and services - Constant
MLCON000015197,2015,9342100000,Absolute,Exports of goods and services - Constant
MLCON000015199,2015,9459100000,Absolute,Exports of goods and services - Constant
MLCON000015201,2015,8904300000,Absolute,Exports of goods and services - Constant
MLCON000015202,2015,9198300000,Absolute,Exports of goods and services - Constant
MLCON000015203,2015,7918000000,Absolute,Exports of goods and services - Constant
MLCON000015204,2015,7442000000,Absolute,Exports of goods and services - Constant
MLCON000015205,2015,6653900000,Absolute,Exports of goods and services - Constant
MLCON000015206,2015,5515100000,Absolute,Exports of goods and services - Constant
MLCON000015207,2015,3892200000,Absolute,Exports of goods and services - Constant
MLCON000015208,2015,3033000000,Absolute,Exports of goods and services - Constant
MLCON000015209,2015,2333600000,Absolute,Exports of goods and services - Constant
MLCON000015210,2015,2017500000,Absolute,Exports of goods and services - Constant
MLCON000015211,2015,1900100000,Absolute,Exports of goods and services - Constant
MLCON000015212,2015,1622100000,Absolute,Exports of goods and services - Constant
MLCON000015213,2015,1538200000,Absolute,Exports of goods and services - Constant
MLCON000015214,2015,1145900000,Absolute,Exports of goods and services - Constant
MLCON000015215,2015,905900000,Absolute,Exports of goods and services - Constant
MLCON000015216,2015,788900000,Absolute,Exports of goods and services - Constant
MLCON000015221,2015,16634909000,Absolute,Exports of goods and services - Constant
MLCON000015222,2015,21147230000,Absolute,Exports of goods and services - Constant
MLCON000015224,2015,19971609000,Absolute,Exports of goods and services - Constant
MLCON000015226,2015,19120251000,Absolute,Exports of goods and services - Constant
MLCON000015228,2015,18822674000,Absolute,Exports of goods and services - Constant
MLCON000015230,2015,19345999000,Absolute,Exports of goods and services - Constant
MLCON000015232,2015,16582466000,Absolute,Exports of goods and services - Constant
MLCON000015234,2015,15500152000,Absolute,Exports of goods and services - Constant
MLCON000015236,2015,15203453000,Absolute,Exports of goods and services - Constant
MLCON000015238,2015,18025443000,Absolute,Exports of goods and services - Constant
MLCON000015240,2015,16471369000,Absolute,Exports of goods and services - Constant
MLCON000015242,2015,13504508000,Absolute,Exports of goods and services - Constant
MLCON000015244,2015,19544408000,Absolute,Exports of goods and services - Constant
