,Country_or_area,Year(s),Value,Metric type,Value type,Age group,Gender,Metric ID,Start age,End age,Code,is_currency
139,Saudi Arabia,2011,0.08,Mental hospitals,per 100k pop,All,All,MENHOSP136,0,130,682,No
140,Senegal,2011,0.04,Mental hospitals,per 100k pop,All,All,MENHOSP137,0,130,686,No
141,Serbia,2011,0.05,Mental hospitals,per 100k pop,All,All,MENHOSP138,0,130,688,No
142,Seychelles,2011,1.18,Mental hospitals,per 100k pop,All,All,MENHOSP139,0,130,690,No
143,Sierra Leone,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP140,0,130,694,No
144,Singapore,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP141,0,130,702,No
145,Slovakia,2011,0.17,Mental hospitals,per 100k pop,All,All,MENHOSP142,0,130,703,No
146,Slovenia,2011,0.3,Mental hospitals,per 100k pop,All,All,MENHOSP143,0,130,705,No
147,Solomon Islands,2011,0.19,Mental hospitals,per 100k pop,All,All,MENHOSP144,0,130,90,No
148,Somalia,2011,0.12,Mental hospitals,per 100k pop,All,All,MENHOSP145,0,130,706,No
149,South Africa,2011,0.12,Mental hospitals,per 100k pop,All,All,MENHOSP146,0,130,710,No
150,Spain,2011,0.19,Mental hospitals,per 100k pop,All,All,MENHOSP147,0,130,724,No
151,Sri Lanka,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP148,0,130,144,No
152,Sudan,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP149,0,130,729,No
153,Sudan,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP149,0,130,736,No
154,Suriname,2011,0.19,Mental hospitals,per 100k pop,All,All,MENHOSP150,0,130,740,No
155,Swaziland,2011,0.08,Mental hospitals,per 100k pop,All,All,MENHOSP151,0,130,748,No
156,Sweden,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP152,0,130,752,No
157,Switzerland,2011,0.79,Mental hospitals,per 100k pop,All,All,MENHOSP153,0,130,756,No
158,Switzerland,2011,0.79,Mental hospitals,per 100k pop,All,All,MENHOSP153,0,130,756,No
159,Syrian Arab Republic,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP154,0,130,760,No
160,Tajikistan,2011,0.21,Mental hospitals,per 100k pop,All,All,MENHOSP155,0,130,762,No
161,Thailand,2011,0.03,Mental hospitals,per 100k pop,All,All,MENHOSP156,0,130,764,No
162,The former Yugoslav Republic of Macedonia,2011,0.2,Mental hospitals,per 100k pop,All,All,MENHOSP157,0,130,807,No
163,Togo,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP158,0,130,768,No
164,Tonga,2011,0.96,Mental hospitals,per 100k pop,All,All,MENHOSP159,0,130,776,No
165,Trinidad and Tobago,2011,0.07,Mental hospitals,per 100k pop,All,All,MENHOSP160,0,130,780,No
166,Tunisia,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP161,0,130,788,No
167,Turkey,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP162,0,130,792,No
168,Uganda,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP163,0,130,800,No
169,Ukraine,2011,0.19,Mental hospitals,per 100k pop,All,All,MENHOSP164,0,130,804,No
170,United Arab Emirates,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP165,0,130,784,No
171,United Republic of Tanzania,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP166,0,130,834,No
172,United States of America,2011,0.25,Mental hospitals,per 100k pop,All,All,MENHOSP167,0,130,840,No
173,Uzbekistan,2011,0.04,Mental hospitals,per 100k pop,All,All,MENHOSP168,0,130,860,No
174,Vanuatu,2011,0.0,Mental hospitals,per 100k pop,All,All,MENHOSP169,0,130,548,No
175,Viet Nam,2011,0.04,Mental hospitals,per 100k pop,All,All,MENHOSP170,0,130,704,No
176,Yemen,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP171,0,130,887,No
177,Yemen,2011,0.02,Mental hospitals,per 100k pop,All,All,MENHOSP171,0,130,886,No
178,Zambia,2011,0.01,Mental hospitals,per 100k pop,All,All,MENHOSP172,0,130,894,No
179,Zimbabwe,2011,0.03,Mental hospitals,per 100k pop,All,All,MENHOSP173,0,130,716,No
