,Country_or_area,Year(s),Value,Metric type,Value type,Age group,Gender,Metric ID,Start age,End age,Code,is_currency
111,Mongolia,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR110,0,130,496,No
112,Montenegro,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR111,0,130,499,No
113,Morocco,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR112,0,130,504,No
114,Mozambique,2010,16,Preterm birth rate,per 100 pop,All,All,PREBR113,0,130,508,No
115,Myanmar,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR114,0,130,104,No
116,Namibia,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR115,0,130,516,No
117,Nepal,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR116,0,130,524,No
118,Netherlands,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR117,0,130,528,No
119,New Zealand,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR118,0,130,554,No
120,New Zealand,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR118,0,130,554,No
121,Nicaragua,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR119,0,130,558,No
122,Niger,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR120,0,130,562,No
123,Nigeria,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR121,0,130,566,No
124,Norway,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR122,0,130,578,No
125,Oman,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR123,0,130,512,No
126,Pakistan,2010,16,Preterm birth rate,per 100 pop,All,All,PREBR124,0,130,586,No
127,Panama,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR125,0,130,591,No
128,Panama,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR125,0,130,590,No
129,Papua New Guinea,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR126,0,130,598,No
130,Paraguay,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR127,0,130,600,No
131,Peru,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR128,0,130,604,No
132,Philippines,2010,15,Preterm birth rate,per 100 pop,All,All,PREBR129,0,130,608,No
133,Poland,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR130,0,130,616,No
134,Portugal,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR131,0,130,620,No
135,Qatar,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR132,0,130,634,No
136,Republic of Korea,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR133,0,130,410,No
137,Republic of Moldova,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR134,0,130,498,No
138,Romania,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR135,0,130,642,No
139,Russian Federation,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR136,0,130,643,No
140,Rwanda,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR137,0,130,646,No
141,Saint Lucia,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR138,0,130,662,No
142,Saint Vincent and the Grenadines,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR139,0,130,670,No
143,Samoa,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR140,0,130,882,No
144,Sao Tome and Principe,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR141,0,130,678,No
145,Saudi Arabia,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR142,0,130,682,No
146,Senegal,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR143,0,130,686,No
147,Serbia,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR144,0,130,688,No
148,Seychelles,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR145,0,130,690,No
149,Sierra Leone,2010,10,Preterm birth rate,per 100 pop,All,All,PREBR146,0,130,694,No
150,Singapore,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR147,0,130,702,No
151,Slovakia,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR148,0,130,703,No
152,Slovenia,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR149,0,130,705,No
153,Solomon Islands,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR150,0,130,90,No
154,Somalia,2010,12,Preterm birth rate,per 100 pop,All,All,PREBR151,0,130,706,No
155,South Africa,2010,8,Preterm birth rate,per 100 pop,All,All,PREBR152,0,130,710,No
156,Spain,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR153,0,130,724,No
157,Sri Lanka,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR154,0,130,144,No
158,Suriname,2010,9,Preterm birth rate,per 100 pop,All,All,PREBR155,0,130,740,No
159,Swaziland,2010,14,Preterm birth rate,per 100 pop,All,All,PREBR156,0,130,748,No
160,Sweden,2010,6,Preterm birth rate,per 100 pop,All,All,PREBR157,0,130,752,No
161,Switzerland,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR158,0,130,756,No
162,Switzerland,2010,7,Preterm birth rate,per 100 pop,All,All,PREBR158,0,130,756,No
163,Syrian Arab Republic,2010,11,Preterm birth rate,per 100 pop,All,All,PREBR159,0,130,760,No
